Title,URL,Image Filename,Description,Authors,Publication Date,Article Type,Abstract
Relationship between soil fungal diversity and temperature in the maritime Antarctic,https://www.nature.com/articles/nclimate2806,nature_articles/images_2015/Relationship between soil fungal diversity and temperature in the maritime Antarctic.jpg,"This study finds significant positive associations between the diversity of soil fungi and surface air temperature in the maritime Antarctic, one of the most rapidly warming regions on Earth.","Kevin K. Newsham, David W. Hopkins, Paul G. Dennis",No publication date,Letter,"Soil fungi have pivotal ecological roles as decomposers, pathogens and symbionts1,2. Alterations to their diversity arising from climate change could have substantial effects on ecosystems, particularly those undergoing rapid warming that contain few species3,4. Here, we report a study using pyrosequencing to assess fungal diversity in 29 soils sampled from a 1,650 km climatic gradient through the maritime Antarctic, the most rapidly warming region in the Southern Hemisphere5,6. Using a ‘space-for-time’ substitution approach, we show that soil fungal diversity is higher in warmer habitats, with increases of 4.7 (observed) and 11.3 (predicted) fungal taxa per degree Celsius rise in surface temperature along the transect. Among 22 predictor variables, air temperature was the strongest and most consistent predictor of diversity. We propose that the current rapid warming in the maritime Antarctic (0.34 °C per decade6) will facilitate the colonization of soil by a wider diversity of fungi than at present, with data from regression models suggesting 20–27% increases in fungal species richness in the southernmost soils by 2100. Such increases in diversity, which provide a sentinel for changes at lower latitudes, are likely to have substantial effects on nutrient cycling and, ultimately, productivity in the species-poor soils of maritime Antarctica."
Large rainfall changes consistently projected over substantial areas of tropical land,https://www.nature.com/articles/nclimate2805,nature_articles/images_2015/Large rainfall changes consistently projected over substantial areas of tropical land.jpg,"This study quantifies a direct link between global greenhouse gas emissions and rainfall changes over tropical land, and identifies regions most at risk of large changes, such as southern and east Africa.","Robin Chadwick, Peter Good, David P. Rowell",No publication date,Letter,"Many tropical countries are exceptionally vulnerable to changes in rainfall patterns, with floods or droughts often severely affecting human life and health, food and water supplies, ecosystems and infrastructure1. There is widespread disagreement among climate model projections of how and where rainfall will change over tropical land at the regional scales relevant to impacts2,3,4, with different models predicting the position of current tropical wet and dry regions to shift in different ways5,6. Here we show that despite uncertainty in the location of future rainfall shifts, climate models consistently project that large rainfall changes will occur for a considerable proportion of tropical land over the twenty-first century. The area of semi-arid land affected by large changes under a higher emissions scenario is likely to be greater than during even the most extreme regional wet or dry periods of the twentieth century, such as the Sahel drought of the late 1960s to 1990s. Substantial changes are projected to occur by mid-century—earlier than previously expected2,7—and to intensify in line with global temperature rise. Therefore, current climate projections contain quantitative, decision-relevant information on future regional rainfall changes, particularly with regard to climate change mitigation policy."
Co-benefits of addressing climate change can motivate action around the world,https://www.nature.com/articles/nclimate2814,nature_articles/images_2015/Co-benefits of addressing climate change can motivate action around the world.jpg,"Emphasizing the co-benefits of climate policy can motivate action across ideological, age and gender divides regardless of existing levels of concern about climate change, as global survey data shows.","Paul G. Bain, Taciano L. Milfont, Nina M. Saviolidis",No publication date,Letter,"Personal and political action on climate change is traditionally thought to be motivated by people accepting its reality and importance. However, convincing the public that climate change is real faces powerful ideological obstacles1,2,3,4, and climate change is slipping in public importance in many countries5,6. Here we investigate a different approach, identifying whether potential co-benefits of addressing climate change7could motivate pro-environmental behaviour around the world for both those convinced and unconvinced that climate change is real. We describe an integrated framework for assessing beliefs about co-benefits8, distinguishing social conditions (for example, economic development, reduced pollution or disease) and community character (for example, benevolence, competence). Data from all inhabited continents (24 countries; 6,196 participants) showed that two co-benefit types, Development (economic and scientific advancement) and Benevolence (a more moral and caring community), motivated public, private and financial actions to address climate change to a similar degree as believing climate change is important. Critically, relationships were similar for both convinced and unconvinced participants, showing that co-benefits can motivate action across ideological divides. These relationships were also independent of perceived climate change importance, and could not be explained by political ideology, age, or gender. Communicating co-benefits could motivate action on climate change where traditional approaches have stalled."
Targeted opportunities to address the climate–trade dilemma in China,https://www.nature.com/articles/nclimate2800,nature_articles/images_2015/Targeted opportunities to address the climate_trade dilemma in China.jpg,Most of the greenhouse gas emissions embedded in China’s exports come from provinces with carbon-intensive energy mixes. Reducing the carbon intensity of production in these regions is a targeted means of addressing the climate–trade dilemma.,"Zhu Liu, Steven J. Davis, Dabo Guan",No publication date,Article,
Estimates of solid waste disposal rates and reduction targets for landfill gas emissions,https://www.nature.com/articles/nclimate2804,nature_articles/images_2015/Estimates of solid waste disposal rates and reduction targets for landfill gas emissions.jpg,Landfill disposal of solid waste is one of the largest sources of methane emissions. Analysis of gas collection systems at more than 850 US landfill sites suggests that emissions have been underestimated by as much as 140 million tonnes per year.,"Jon T. Powell, Timothy G. Townsend, Julie B. Zimmerman",No publication date,Letter,"Landfill disposal of municipal solid waste represents one of the largest anthropogenic global methane emission sources1, and recent policy approaches have targeted significant reductions of these emissions to combat climate change in the US (ref.2). The efficacy of active gas collection systems in the US was examined by analysing performance data, including fire occurrence, from more than 850 landfills. A generalized linear model showed that the operating status of a landfill—open and actively receiving waste or closed—was the most significant predictor of collection system performance. Gas collection systems at closed landfills were statistically significantly more efficient (p< 0.001) and on average 17 percentage points more efficient than those at open landfills, but open landfills were found to represent 91% of all landfill methane emissions. These results demonstrate the clear need to target open landfills to achieve significant near-term methane emission reductions. This observation is underscored by landfill disposal rates in the US significantly exceeding previously reported national estimates, with this study reporting 262 million tonnes in the year 2012 compared with 122 million tonnes in 2012 as estimated by the US Environmental Protection Agency3."
Economic impacts of carbon dioxide and methane released from thawing permafrost,https://www.nature.com/articles/nclimate2807,nature_articles/images_2015/Economic impacts of carbon dioxide and methane released from thawing permafrost.jpg,The economic impact of carbon dioxide and methane release from thawing Arctic permafrost due to global warming could be enormous unless action is taken to minimize the scale of the release.,"Chris Hope, Kevin Schaefer",No publication date,Letter,"The Arctic is warming roughly twice as fast as the global average1. If greenhouse gas emissions continue to increase at current rates, this warming will lead to the widespread thawing of permafrost and the release of hundreds of billions of tonnes of CO2and billions of tonnes of CH4into the atmosphere2. So far there have been no estimates of the possible extra economic impacts from permafrost emissions of CO2and CH4. Here we use the default PAGE09 integrated assessment model3to show the range of possible global economic impacts if this CO2and CH4is released into the atmosphere on top of the anthropogenic emissions from Intergovernmental Panel on Climate Change scenario A1B (ref.4) and three other scenarios. Under the A1B scenario, CO2and CH4released from permafrost increases the mean net present value of the impacts of climate change by US$43 trillion, or about 13% (5–95% range: US$3–166 trillion), proportional to the increase in total emissions due to thawing permafrost. The extra impacts of the permafrost CO2and CH4are sufficiently high to justify urgent action to minimize the scale of the release."
Joint projections of US East Coast sea level and storm surge,https://www.nature.com/articles/nclimate2801,nature_articles/images_2015/Joint projections of US East Coast sea level and storm surge.jpg,"Coastal flood risk is strongly influenced by sea-level rise and changes in tropical cyclone activity, but these factors are usually considered independently. Research now accounts for their joint contribution to coastal flood hazard for the US East Coast over the 21st century.","Christopher M. Little, Radley M. Horton, Gabriele Villarini",No publication date,Article,
Quantifying historical carbon and climate debts among nations,https://www.nature.com/articles/nclimate2774,nature_articles/images_2015/Quantifying historical carbon and climate debts among nations.jpg,Contributions to historical climate change vary substantially among nations. A new method of quantifying historical inequalities using carbon and climate debts can inform discussions about responsibility for cutting emissions in the future.,H. Damon Matthews,No publication date,Letter,"Contributions to historical climate change have varied substantially among nations1,2,3,4,5. These differences reflect underlying inequalities in wealth and development, and pose a fundamental challenge to the implementation of a globally equitable climate mitigation strategy6,7,8. This Letter presents a new way to quantify historical inequalities among nations using carbon and climate debts, defined as the amount by which national climate contributions have exceeded a hypothetical equal per-capita share over time6,8,9. Considering only national CO2emissions from fossil fuel combustion, accumulated carbon debts across all nations from 1990 to 2013 total 250 billion tonnes of CO2, representing 40% of cumulative world emissions since 1990. Expanding this to reflect the temperature response to a range of emissions, historical climate debts accrued between 1990 and 2010 total 0.11 °C, close to a third of observed warming over that period. Large fractions of this debt are carried by industrialized countries, but also by countries with high levels of deforestation and agriculture. These calculations could contribute to discussions of climate responsibility by providing a tangible way to quantify historical inequalities, which could then inform the funding of mitigation, adaptation and the costs of loss and damages in those countries that have contributed less to historical warming."
Causes of change in Northern Hemisphere winter meridional winds and regional hydroclimate,https://www.nature.com/articles/nclimate2783,nature_articles/images_2015/Causes of change in Northern Hemisphere winter meridional winds and regional hydroclimate.jpg,Improved mechanistic understanding of greenhouse gas-induced change in Northern Hemisphere atmospheric circulation reveals a tendency of models to overestimate future mid-winter rainfall along the North American west coast.,"Isla R. Simpson, Richard Seager, Tiffany A. Shaw",No publication date,Letter,"A critical aspect of human-induced climate change is how it will affect precipitation around the world. Broadly speaking, warming increases atmospheric moisture holding capacity, intensifies moisture transports and makes sub-tropical dry regions drier and tropical and mid-to-high-latitude wet regions wetter1,2. Extra-tropical precipitation patterns vary strongly with longitude, however, owing to the control exerted by the storm tracks and quasi-stationary highs and lows or stationary waves. Regional precipitation change will, therefore, also depend on how these aspects of the circulation respond. Current climate models robustly predict a change in the Northern Hemisphere (NH) winter stationary wave field that brings wetting southerlies to the west coast of North America, and drying northerlies to interior southwest North America and the eastern Mediterranean3,4,5. Here we show that this change in the meridional wind field is caused by strengthened zonal mean westerlies in the sub-tropical upper troposphere, which alters the character of intermediate-scale stationary waves. Thus, a robust and easily understood model response to global warming is the prime cause of these regional wind changes. However, the majority of models probably overestimate the magnitude of this response because of biases in their climatological representation of the relevant waves, suggesting that winter season wetting of the North American west coast will be notably less than projected by the multi-model mean."
Patterns of authorship in the IPCC Working Group III report,https://www.nature.com/articles/nclimate2782,nature_articles/images_2015/Patterns of authorship in the IPCC Working Group III report.jpg,"The IPCC is widely accepted as an authoritative voice representing knowledge on climate change. A network analysis shows that authorship of a key report remains UK- and US-centric, however, with a handful of disciplines dominating input.","Esteve Corbera, Laura Calvet-Mir, Matthew Paterson",No publication date,Article,
Temperature dependence of CO2-enhanced primary production in the European Arctic Ocean,https://www.nature.com/articles/nclimate2768,nature_articles/images_2015/Temperature dependence of CO2-enhanced primary production in the European Arctic Ocean.jpg,The combination of rising CO2 and temperature is expected to increase primary production in the Arctic Ocean. This study uses observations and experimental data from the European sector to show that primary productivity may double in the spring.,"J. M. Holding, C. M. Duarte, S. Agustí",No publication date,Letter,"The Arctic Ocean is warming at two to three times the global rate1and is perceived to be a bellwether for ocean acidification2,3. Increased CO2concentrations are expected to have a fertilization effect on marine autotrophs4, and higher temperatures should lead to increased rates of planktonic primary production5. Yet, simultaneous assessment of warming and increased CO2on primary production in the Arctic has not been conducted. Here we test the expectation that CO2-enhanced gross primary production (GPP) may be temperature dependent, using data from several oceanographic cruises and experiments from both spring and summer in the European sector of the Arctic Ocean. Results confirm that CO2enhances GPP (by a factor of up to ten) over a range of 145–2,099 μatm; however, the greatest effects are observed only at lower temperatures and are constrained by nutrient and light availability to the spring period. The temperature dependence of CO2-enhanced primary production has significant implications for metabolic balance in a warmer, CO2-enriched Arctic Ocean in the future. In particular, it indicates that a twofold increase in primary production during the spring is likely in the Arctic."
Health and climate benefits of different energy-efficiency and renewable energy choices,https://www.nature.com/articles/nclimate2771,nature_articles/images_2015/Health and climate benefits of different energy-efficiency and renewable energy choices.jpg,Clean energy can provide different health and environmental benefits depending on location. Modelling shows that renewable energy and energy-saving projects could deliver annual benefits of up to US$210 million across six locations in the USA.,"Jonathan J. Buonocore, Patrick Luckow, Jonathan I. Levy",No publication date,Article,
Climate velocity and the future global redistribution of marine biodiversity,https://www.nature.com/articles/nclimate2769,nature_articles/images_2015/Climate velocity and the future global redistribution of marine biodiversity.jpg,"Ocean warming will cause widespread changes in species richness and assemblage composition over coming decades, with important implications for both conservation management and international ocean governance.","Jorge García Molinos, Benjamin S. Halpern, Michael T. Burrows",No publication date,Letter,"Anticipating the effect of climate change on biodiversity, in particular on changes in community composition, is crucial for adaptive ecosystem management1but remains a critical knowledge gap2. Here, we use climate velocity trajectories3, together with information on thermal tolerances and habitat preferences, to project changes in global patterns of marine species richness and community composition under IPCC Representative Concentration Pathways4(RCPs) 4.5 and 8.5. Our simple, intuitive approach emphasizes climate connectivity, and enables us to model over 12 times as many species as previous studies5,6. We find that range expansions prevail over contractions for both RCPs up to 2100, producing a net local increase in richness globally, and temporal changes in composition, driven by the redistribution rather than the loss of diversity. Conversely, widespread invasions homogenize present-day communities across multiple regions. High extirpation rates are expected regionally (for example, Indo-Pacific), particularly under RCP8.5, leading to strong decreases in richness and the anticipated formation of no-analogue communities where invasions are common. The spatial congruence of these patterns with contemporary human impacts7,8highlights potential areas of future conservation concern. These results strongly suggest that the millennial stability of current global marine diversity patterns, against which conservation plans are assessed, will change rapidly over the course of the century in response to ocean warming."
Grey swan tropical cyclones,https://www.nature.com/articles/nclimate2777,nature_articles/images_2015/Grey swan tropical cyclones.jpg,"Modelling reveals that Dubai in the Persian Gulf region, Tampa in Florida, and Cairns in Australia are at risk of extreme tropical cyclones—‘grey swan’ events—capable of inducing surge impact beyond anything experienced in the historical record.","Ning Lin, Kerry Emanuel",No publication date,Article,
Aligning corporate greenhouse-gas emissions targets with climate goals,https://www.nature.com/articles/nclimate2770,nature_articles/images_2015/Aligning corporate greenhouse-gas emissions targets with climate goals.jpg,"Corporations need to reduce their greenhouse-gas emissions to help avoid dangerous climate change. A new method for setting emissions targets, which can also be used to assess corporate climate performance and increase accountability, is proposed.","Oskar Krabbe, Giel Linthorst, Alberto Carrillo Pineda",No publication date,Letter,"Corporate climate action is increasingly considered important in driving the transition towards a low-carbon economy1. For this, it is critical to ensure translation of global goals to greenhouse-gas (GHG) emissions reduction targets at company level2,3. At the moment, however, there is a lack of clear methods to derive consistent corporate target setting that keeps cumulative corporate GHG emissions within a specific carbon budget (for example, 550–1,300 GtCO2between 2011 and 2050 for the 2 °C target4). Here we propose a method for corporate emissions target setting that derives carbon intensity pathways for companies based on sectoral pathways from existing mitigation scenarios: the Sectoral Decarbonization Approach (SDA). These company targets take activity growth and initial performance into account. Next to target setting on company level, the SDA can be used by companies, policymakers, investors or other stakeholders as a benchmark for tracking corporate climate performance and actions, providing a mechanism for corporate accountability."
Perverse effects of carbon markets on HFC-23 and SF6 abatement projects in Russia,https://www.nature.com/articles/nclimate2772,nature_articles/images_2015/Perverse effects of carbon markets on HFC-23 and SF6 abatement projects in Russia.jpg,"Emissions analysis shows that projects abating two greenhouse gases in Russia under the Joint Implementation mechanism increased waste gas generation, suggesting that plant operators may have generated more waste gas while increasing credit revenues.","Lambert Schneider, Anja Kollmuss",No publication date,Letter,"Carbon markets are considered a key policy tool to achieve cost-effective climate mitigation1,2. Project-based carbon market mechanisms allow private sector entities to earn tradable emissions reduction credits from mitigation projects. The environmental integrity of project-based mechanisms has been subject to controversial debate and extensive research1,3,4,5,6,7,8,9, in particular for projects abating industrial waste gases with a high global warming potential (GWP). For such projects, revenues from credits can significantly exceed abatement costs, creating perverse incentives to increase production or generation of waste gases as a means to increase credit revenues from waste gas abatement10,11,12,13,14. Here we show that all projects abating HFC-23 and SF6under the Kyoto Protocol’s Joint Implementation mechanism in Russia increased waste gas generation to unprecedented levels once they could generate credits from producing more waste gas. Our results suggest that perverse incentives can substantially undermine the environmental integrity of project-based mechanisms and that adequate regulatory oversight is crucial. Our findings are critical for mechanisms in both national jurisdictions and under international agreements."
A top-down approach to projecting market impacts of climate change,https://www.nature.com/articles/nclimate2759,nature_articles/images_2015/A top-down approach to projecting market impacts of climate change.jpg,"A newly developed modelling approach reveals how future global climate change might severely dampen economic growth in poorer countries, while increasing the variability of growth in both poorer and richer countries.","Derek Lemoine, Sarah Kapnick",No publication date,Letter,"To evaluate policies to reduce greenhouse-gas emissions, economic models require estimates of how future climate change will affect well-being. So far, nearly all estimates of the economic impacts of future warming have been developed by combining estimates of impacts in individual sectors of the economy1,2. Recent work has used variation in warming over time and space to produce top-down estimates of how past climate and weather shocks have affected economic output3,4,5. Here we propose a statistical framework for converting these top-down estimates of past economic costs of regional warming into projections of the economic cost of future global warming. Combining the latest physical climate models, socioeconomic projections, and economic estimates of past impacts, we find that future warming could raise the expected rate of economic growth in richer countries, reduce the expected rate of economic growth in poorer countries, and increase the variability of growth by increasing the climate’s variability. This study suggests we should rethink the focus on global impacts and the use of deterministic frameworks for modelling impacts and policy."
Interacting effects of climate change and habitat fragmentation on drought-sensitive butterflies,https://www.nature.com/articles/nclimate2746,nature_articles/images_2015/Interacting effects of climate change and habitat fragmentation on drought-sensitive butterflies.jpg,"Climatic extremes can dramatically impact biodiversity. Now, research using comprehensive data on British butterflies reveals how drought and changes in habitat (area and fragmentation) interact to affect population stability.","Tom H. Oliver, Harry H. Marshall, Chris Huntingford",No publication date,Letter,"Climate change is expected to increase the frequency of some climatic extremes1,2. These may have drastic impacts on biodiversity3,4, particularly if meteorological thresholds are crossed, leading to population collapses. Should this occur repeatedly, populations may be unable to recover, resulting in local extinctions. Comprehensive time series data on butterflies in Great Britain provide a rare opportunity to quantify population responses to both past severe drought and the interaction with habitat area and fragmentation. Here, we combine this knowledge with future projections from multiple climate models, for different Representative Concentration Pathways (RCPs), and for simultaneous modelled responses to different landscape characteristics. Under RCP8.5, which is associated with ‘business as usual’ emissions, widespread drought-sensitive butterfly population extinctions could occur as early as 2050. However, by managing landscapes and particularly reducing habitat fragmentation, the probability of persistence until mid-century improves from around zero to between 6 and 42% (95% confidence interval). Achieving persistence with a greater than 50% chance and right through to 2100 is possible only under both low climate change (RCP2.6) and semi-natural habitat restoration. Our data show that, for these drought-sensitive butterflies, persistence is achieved more effectively by restoring semi-natural landscapes to reduce fragmentation, rather than simply focusing on increasing habitat area, but this will only be successful in combination with substantial emission reductions."
Ocean acidification alters fish populations indirectly through habitat modification,https://www.nature.com/articles/nclimate2757,nature_articles/images_2015/Ocean acidification alters fish populations indirectly through habitat modification.jpg,"Contrary to expectation, some fish species living around CO2 vents—natural ‘laboratories’ for studying the effects of ocean acidification—show increased abundance due to indirect positive effects of acidification on habitat and food resources.","Ivan Nagelkerken, Bayden D. Russell, Sean D. Connell",No publication date,Letter,"Ocean ecosystems are predicted to lose biodiversity and productivity from increasing ocean acidification1. Although laboratory experiments reveal negative effects of acidification on the behaviour and performance of species2,3, more comprehensive predictions have been hampered by a lack ofin situstudies that incorporate the complexity of interactions between species and their environment. We studied CO2vents from both Northern and Southern hemispheres, using such natural laboratories4to investigate the effect of ocean acidification on plant–animal associations embedded within all their natural complexity. Although we substantiate simple direct effects of reduced predator-avoidance behaviour by fishes, as observed in laboratory experiments, we here show that this negative effect is naturally dampened when fish reside in shelter-rich habitats. Importantly, elevated CO2drove strong increases in the abundance of some fish species through major habitat shifts, associated increases in resources such as habitat and prey availability, and reduced predator abundances. The indirect effects of acidification via resource and predator alterations may have far-reaching consequences for population abundances, and its study provides a framework for a more comprehensive understanding of increasing CO2emissions as a driver of ecological change."
Australians' views on carbon pricing before and after the 2013 federal election,https://www.nature.com/articles/nclimate2756,nature_articles/images_2015/Australians_ views on carbon pricing before and after the 2013 federal election.jpg,"Public perceptions of climate change policies change over time. A national survey shows that although acceptance of the carbon pricing policy stayed stable throughout the election campaign, this did not indicate support for the policy.","Stacia J. Dreyer, Iain Walker, Mario F. Teisl",No publication date,Letter,"As climate policies change through the legislative process, public attitudes towards them may change as well. Therefore, it is important to assess how people accept and support controversial climate policies as the policies change over time. Policy acceptance is a positive evaluation of, or attitude towards, an existing policy1,2,3; policy support adds an active behavioural component1,3. Acceptance does not necessarily lead to support. We conducted a national survey of Australian residents to investigate acceptance of, and support for, the Australian carbon pricing policy before and after the 2013 federal election, and how perceptions of the policy, economic ideology, and voting behaviour affect acceptance and support. We found acceptance and support were stable across the election period, which was surprising given that climate policy was highly contentious during the election. Policy acceptance was higher than policy support at both times and acceptance was a necessary but insufficient condition of support. We conclude that acceptance is an important process through which perceptions of the policy and economic ideology influence support. Therefore, future climate policy research needs to distinguish between acceptance and support to better understand this process, and to better measure these concepts."
Shift from coral to macroalgae dominance on a volcanically acidified reef,https://www.nature.com/articles/nclimate2758,nature_articles/images_2015/Shift from coral to macroalgae dominance on a volcanically acidified reef.jpg,"A shift from coral to macroalgae dominance of reef systems affected by volcanically acidified waters around Maug (Mariana Islands, North Pacific Ocean) increases fears that reef corals will be displaced by algae as a result of ocean acidification.","I. C. Enochs, D. P. Manzello, N. N. Price",No publication date,Letter,"Rising anthropogenic CO2in the atmosphere is accompanied by an increase in oceanic CO2and a concomitant decline in seawater pH (ref.1). This phenomenon, known as ocean acidification (OA), has been experimentally shown to impact the biology and ecology of numerous animals and plants2, most notably those that precipitate calcium carbonate skeletons, such as reef-building corals3. Volcanically acidified water at Maug, Commonwealth of the Northern Mariana Islands (CNMI) is equivalent to near-future predictions for what coral reef ecosystems will experience worldwide due to OA. We provide the first chemical and ecological assessment of this unique site and show that acidification-related stress significantly influences the abundance and diversity of coral reef taxa, leading to the often-predicted shift from a coral to an algae-dominated state4,5. This study provides field evidence that acidification can lead to macroalgae dominance on reefs."
Energy consumption in buildings and female thermal demand,https://www.nature.com/articles/nclimate2741,nature_articles/images_2015/Energy consumption in buildings and female thermal demand.jpg,The thermal comfort standards developed in the 1960s were based on the average male. Altering these standards to account for female metabolic rates could save energy and reduce greenhouse-gas emissions from buildings.,"Boris Kingma, Wouter van Marken Lichtenbelt",No publication date,Letter,"Energy consumption of residential buildings and offices adds up to about 30% of total carbon dioxide emissions; and occupant behaviour contributes to 80% of the variation in energy consumption1. Indoor climate regulations are based on an empirical thermal comfort model that was developed in the 1960s (ref.2). Standard values for one of its primary variables—metabolic rate—are based on an average male, and may overestimate female metabolic rate by up to 35% (ref.3). This may cause buildings to be intrinsically non-energy-efficient in providing comfort to females. Therefore, we make a case to use actual metabolic rates. Moreover, with a biophysical analysis we illustrate the effect of miscalculating metabolic rate on female thermal demand. The approach is fundamentally different from current empirical thermal comfort models and builds up predictions from the physical and physiological constraints, rather than statistical association to thermal comfort. It provides a substantiation of the thermal comfort standard on the population level and adds flexibility to predict thermal demand of subpopulations and individuals. Ultimately, an accurate representation of thermal demand of all occupants leads to actual energy consumption predictions and real energy savings of buildings that are designed and operated by the buildings services community."
An end-to-end assessment of extreme weather impacts on food security,https://www.nature.com/articles/nclimate2747,nature_articles/images_2015/An end-to-end assessment of extreme weather impacts on food security.jpg,"A series of simple and communicable risk metrics for agriculture are developed by integrating information on the interacting systems of climate, crops and economy under different climate and adaptation scenarios.","Erik Chavez, Gordon Conway, Marc Sadler",No publication date,Letter,"Both governments and the private sector urgently require better estimates of the likely incidence of extreme weather events1, their impacts on food crop production and the potential consequent social and economic losses2. Current assessments of climate change impacts on agriculture mostly focus on average crop yield vulnerability3to climate and adaptation scenarios4,5. Also, although new-generation climate models have improved and there has been an exponential increase in available data6, the uncertainties in their projections over years and decades, and at regional and local scale, have not decreased7,8. We need to understand and quantify the non-stationary, annual and decadal climate impacts using simple and communicable risk metrics9that will help public and private stakeholders manage the hazards to food security. Here we present an ‘end-to-end’ methodological construct based on weather indices and machine learning that integrates current understanding of the various interacting systems of climate, crops and the economy to determine short- to long-term risk estimates of crop production loss, in different climate and adaptation scenarios. For provinces north and south of the Yangtze River in China, we have found that risk profiles for crop yields that translate climate into economic variability follow marked regional patterns, shaped by drivers of continental-scale climate. We conclude that to be cost-effective, region-specific policies have to be tailored to optimally combine different categories of risk management instruments."
Long-term response of oceans to CO2 removal from the atmosphere,https://www.nature.com/articles/nclimate2729,nature_articles/images_2015/Long-term response of oceans to CO2 removal from the atmosphere.jpg,Simulations show that massive removal of CO2 from the atmosphere through geoengineering will not eliminate the long-term consequences of anthropogenic CO2 emissions in the marine environment.,"Sabine Mathesius, Matthias Hofmann, Hans Joachim Schellnhuber",No publication date,Article,
The potential of Indonesian mangrove forests for global climate change mitigation,https://www.nature.com/articles/nclimate2734,nature_articles/images_2015/The potential of Indonesian mangrove forests for global climate change mitigation.jpg,"Indonesian mangrove carbon stocks are estimated to be 1,083 ± 378 MgC ha−1. In the past three decades Indonesia has lost 40% of its 2.9 Mha of mangroves; this is estimated to have resulted in annual CO2-equivalent emissions of 0.07–0.21 Pg.","Daniel Murdiyarso, Joko Purbopuspito, Sofyan Kurnianto",No publication date,Letter,"Mangroves provide a wide range of ecosystem services, including nutrient cycling, soil formation, wood production, fish spawning grounds, ecotourism and carbon (C) storage1. High rates of tree and plant growth, coupled with anaerobic, water-logged soils that slow decomposition, result in large long-term C storage. Given their global significance as large sinks of C, preventing mangrove loss would be an effective climate change adaptation and mitigation strategy. It has been reported that C stocks in the Indo-Pacific region contain on average 1,023 MgC ha−1(ref.2). Here, we estimate that Indonesian mangrove C stocks are 1,083 ± 378 MgC ha−1. Scaled up to the country-level mangrove extent of 2.9 Mha (ref.3), Indonesia’s mangroves contained on average 3.14 PgC. In three decades Indonesia has lost 40% of its mangroves4, mainly as a result of aquaculture development5. This has resulted in annual emissions of 0.07–0.21 Pg CO2e. Annual mangrove deforestation in Indonesia is only 6% of its total forest loss6; however, if this were halted, total emissions would be reduced by an amount equal to 10–31% of estimated annual emissions from land-use sectors at present. Conservation of carbon-rich mangroves in the Indonesian archipelago should be a high-priority component of strategies to mitigate climate change."
Increasing risk of compound flooding from storm surge and rainfall for major US cities,https://www.nature.com/articles/nclimate2736,nature_articles/images_2015/Increasing risk of compound flooding from storm surge and rainfall for major US cities.jpg,The co-occurrence of storm surge and heavy precipitation can compound coastal flooding. Research now estimates the probability of such co-occurrences for the US and shows that the number of events has increased significantly over the past century.,"Thomas Wahl, Shaleen Jain, Mark E. Luther",No publication date,Letter,"When storm surge and heavy precipitation co-occur, the potential for flooding in low-lying coastal areas is often much greater than from either in isolation. Knowing the probability of these compound events and understanding the processes driving them is essential to mitigate the associated high-impact risks1,2. Here we determine the likelihood of joint occurrence of these two phenomena for the contiguous United States (US) and show that the risk of compound flooding is higher for the Atlantic/Gulf coast relative to the Pacific coast. We also provide evidence that the number of compound events has increased significantly over the past century at many of the major coastal cities. Long-term sea-level rise is the main driver for accelerated flooding along the US coastline3,4; however, under otherwise stationary conditions (no trends in individual records), changes in the joint distributions of storm surge and precipitation associated with climate variability and change also augment flood potential. For New York City (NYC)—as an example—the observed increase in compound events is attributed to a shift towards storm surge weather patterns that also favour high precipitation. Our results demonstrate the importance of assessing compound flooding in a non-stationary framework and its linkages to weather and climate."
Predictors of public climate change awareness and risk perception around the world,https://www.nature.com/articles/nclimate2728,nature_articles/images_2015/Predictors of public climate change awareness and risk perception around the world.jpg,A survey of 119 countries shows that education is the strongest predictor of climate change awareness around the world. The results suggest that improving understanding of local impacts is vital for public engagement.,"Tien Ming Lee, Ezra M. Markowitz, Anthony A. Leiserowitz",No publication date,Article,
Molecular processes of transgenerational acclimation to a warming ocean,https://www.nature.com/articles/nclimate2724,nature_articles/images_2015/Molecular processes of transgenerational acclimation to a warming ocean.jpg,The mechanisms that allow some species to adjust to changing environmental conditions across generations are poorly understood. This study reveals the molecular processes underlying transgenerational acclimation in a common reef fish.,"Heather D. Veilleux, Taewoo Ryu, Philip L. Munday",No publication date,Letter,"Some animals have the remarkable capacity to acclimate across generations to projected future climate change1,2,3,4; however, the underlying molecular processes are unknown. We sequenced and assembledde novotranscriptomes of adult tropical reef fish exposed developmentally or transgenerationally to projected future ocean temperatures and correlated the resulting expression profiles with acclimated metabolic traits from the same fish. We identified 69 contigs representing 53 key genes involved in thermal acclimation of aerobic capacity. Metabolic genes were among the most upregulated transgenerationally, suggesting shifts in energy production for maintaining performance at elevated temperatures. Furthermore, immune- and stress-responsive genes were upregulated transgenerationally, indicating a new complement of genes allowing the second generation of fish to better cope with elevated temperatures. Other differentially expressed genes were involved with tissue development and transcriptional regulation. Overall, we found a similar suite of differentially expressed genes among developmental and transgenerational treatments. Heat-shock protein genes were surprisingly unresponsive, indicating that short-term heat-stress responses may not be a good indicator of long-term acclimation capacity. Our results are the first to reveal the molecular processes that may enable marine fishes to adjust to a future warmer environment over multiple generations."
