Year,Longitude,Latitude,Data
2002,5.6322,23.2625,377.93
2002,11.8883,78.9067,771.86
2002,16.6521,46.9559,472.08
2002,16.67,55.5,402.6
2002,24.12,67.97,382.41
2002,28.6647,44.1776,397.43
2002,34.7809,30.8595,390.39
2002,39.575,-69.0,372.41
2002,51.8478,-46.4337,487.81
2002,55.5325,-4.6824,377.35
2002,75.57,44.45,392.92
2002,77.88,43.25,383.05
2002,100.92,36.27,379.09
2002,111.0956,44.4516,408.84
2002,126.13,36.73,405.58
2002,144.656,13.386,380.56
2002,144.68,-40.68,373.5
2002,174.1,52.72,384.77
2002,174.871,-41.4083,370.95
2003,-177.37,28.22,386.05
2003,-170.57,-14.25,375.89
2003,-162.72,55.2,384.99
2003,-157.1518,1.7,376.9
2003,-156.6,71.31,378.87
2003,-156.6,71.32,386.95
2003,-155.58,19.53,379.81
2003,-154.82,19.52,388.22
2003,-124.15,41.03,395.92
2003,-123.73,38.95,407.09
2003,-113.7181,39.9018,392.79
2003,-109.45,-27.15,402.22
2003,-105.58,40.05,390.6
2003,-97.48,36.62,390.25
2003,-90.27,45.93,409.27
2003,-80.2,25.67,405.43
2003,-68.3106,-54.8484,373.05
2003,-64.8788,32.2647,383.59
2003,-64.6476,32.368,456.3
2003,-64.57,-56.22,373.77
2003,-64.18,-57.65,372.52
2003,-64.0527,-64.7742,390.28
2003,-63.93,-58.22,372.61
2003,-63.3,-60.1,372.7
2003,-62.53,-62.2,372.65
2003,-62.5072,82.4508,582.43
2003,-59.432,13.165,379.09
2003,-56.5,-62.42,372.88
2003,-54.07,-62.37,372.68
2003,-51.43,-62.13,372.57
2003,-49.65,-61.78,372.83
2003,-46.18,-59.82,372.85
2003,-44.35,-59.73,372.6
2003,-44.33,-59.87,372.66
2003,-44.25,-60.2,372.58
2003,-44.02,-61.18,372.48
2003,-43.92,-61.47,372.48
2003,-42.07,-60.65,372.55
2003,-41.72,-60.58,372.57
2003,-41.23,-60.52,372.43
2003,-38.422,72.5962,396.54
2003,-27.08,38.75,381.18
2003,-26.21,-75.605,472.95
2003,-24.8,-89.98,387.12
2003,-20.2884,63.3998,395.7
2003,-16.48,28.3,379.59
2003,-14.4,-7.9667,441.2
2003,-9.9,53.33,389.58
2003,2.0,66.0,387.14
2003,5.6322,23.2625,379.61
2003,11.8084,50.0301,458.28
2003,11.8883,78.9067,384.36
2003,16.6521,46.9559,413.7
2003,16.67,55.5,451.1
2003,24.12,67.97,389.85
2003,28.6647,44.1776,502.81
2003,34.7809,30.8595,387.56
2003,37.2972,-0.0622,375.2
2003,39.575,-69.0,374.5
2003,51.8478,-46.4337,381.37
2003,55.5325,-4.6824,377.15
2003,75.57,44.45,393.52
2003,77.88,43.25,408.76
2003,100.92,36.27,392.72
2003,111.0956,44.4516,389.33
2003,126.13,36.73,416.33
2003,144.656,13.386,389.27
2003,144.68,-40.68,376.57
2003,174.1,52.72,388.46
2003,174.871,-41.4083,375.28
2004,-177.37,28.22,383.06
2004,-177.36,28.2,380.84
2004,-170.57,-14.25,424.57
2004,-170.56,-14.23,384.14
2004,-162.72,55.2,391.72
2004,-162.71,55.2,387.34
2004,-157.1518,1.7,380.74
2004,-156.6,71.32,385.97
2004,-156.58,71.31,389.99
2004,-155.58,19.53,382.49
2004,-155.56,19.53,441.16
2004,-154.82,19.52,383.58
2004,-154.81,19.51,394.23
2004,-124.15,41.03,401.69
2004,-123.73,38.95,384.32
2004,-123.71,38.95,394.32
2004,-113.7181,39.9018,393.15
2004,-109.45,-27.15,373.78
2004,-105.58,40.05,396.92
2004,-105.56,40.03,407.0
2004,-97.5,36.78,400.86
2004,-97.48,36.62,390.88
2004,-90.27,45.93,389.98
2004,-90.26,45.91,394.68
2004,-80.2,25.66,401.07
2004,-80.2,25.67,396.79
2004,-68.3106,-54.8484,376.44
2004,-64.8788,32.2647,388.51
2004,-64.6476,32.368,385.79
2004,-64.0527,-64.7742,546.08
2004,-62.5072,82.4508,386.43
2004,-59.432,13.165,394.32
2004,-38.422,72.5962,393.17
2004,-27.36,38.76,398.57
2004,-27.08,38.75,407.23
2004,-26.21,-75.605,387.07
2004,-24.8,-89.98,379.93
2004,-24.8,-89.96,379.61
2004,-20.2884,63.3998,386.3
2004,-16.48,28.3,381.05
2004,-16.46,28.3,379.4
2004,-14.4,-7.9667,380.67
2004,-9.9,53.31,385.11
2004,-9.9,53.33,591.38
2004,2.0,66.0,390.21
2004,5.6322,23.2625,381.65
2004,11.8883,78.9067,386.14
2004,16.6521,46.9559,416.28
2004,16.67,55.5,399.19
2004,17.06,55.41,400.8
2004,24.11,67.96,391.0
2004,24.12,67.97,393.09
2004,28.6647,44.1776,451.9
2004,34.7809,30.8595,389.79
2004,37.2972,-0.0622,380.28
2004,39.575,-69.0,409.24
2004,51.8478,-46.4337,758.96
2004,55.5325,-4.6824,379.63
2004,75.57,44.45,400.2
2004,77.86,43.25,376.87
2004,77.88,43.25,390.89
2004,100.31,-0.2,382.72
2004,100.32,-0.2,382.2
2004,100.9,36.28,387.9
2004,100.92,36.27,410.09
2004,111.0956,44.4516,386.38
2004,126.11,36.71,399.71
2004,126.13,36.73,396.63
2004,144.656,13.386,385.6
2004,144.66,-40.66,377.99
2004,144.68,-40.68,375.16
2004,174.08,52.71,388.12
2004,174.1,52.71,378.34
2004,174.1,52.72,399.97
2004,174.871,-41.4083,379.48
2005,-177.36,28.2,385.39
2005,-170.56,-14.23,408.07
2005,-162.71,55.2,390.42
2005,-157.1518,1.7,382.89
2005,-156.58,71.31,442.89
2005,-155.56,19.53,383.58
2005,-154.81,19.51,402.33
2005,-124.15,41.03,466.97
2005,-123.71,38.95,422.9
2005,-113.7181,39.9018,414.18
2005,-109.45,-27.13,379.42
2005,-105.56,40.03,414.66
2005,-97.5,36.78,394.96
2005,-90.26,45.91,401.78
2005,-80.2,25.66,411.32
2005,-68.3106,-54.8484,378.29
2005,-64.98,-63.25,375.88
2005,-64.98,-62.25,375.76
2005,-64.98,-61.25,375.92
2005,-64.98,-60.25,375.75
2005,-64.96,-59.25,375.86
2005,-64.96,-58.25,377.29
2005,-64.96,-57.25,377.01
2005,-64.96,-56.25,375.46
2005,-64.95,-55.25,377.42
2005,-64.88,-55.25,375.65
2005,-64.8788,32.2647,389.3
2005,-64.6476,32.368,385.82
2005,-64.58,-56.25,375.61
2005,-64.26,-57.25,375.82
2005,-64.0527,-64.7742,385.76
2005,-63.93,-58.25,375.8
2005,-63.6,-59.25,375.76
2005,-63.25,-60.25,375.43
2005,-62.9,-61.25,375.5
2005,-62.53,-62.25,375.41
2005,-62.5072,82.4508,390.69
2005,-59.432,13.165,388.52
2005,-38.422,72.5962,392.2
2005,-27.36,38.76,387.24
2005,-26.21,-75.605,381.29
2005,-24.8,-89.96,380.15
2005,-20.2884,63.3998,399.54
2005,-16.46,28.3,397.4
2005,-14.4,-7.9667,381.13
2005,-9.9,53.31,510.22
2005,2.0,66.0,445.6
2005,5.6322,23.2625,383.17
2005,11.8883,78.9067,388.94
2005,16.6521,46.9559,414.2
2005,17.06,55.41,402.95
2005,17.21,55.35,405.14
2005,24.11,67.96,422.81
2005,28.6647,44.1776,443.17
2005,34.7809,30.8595,392.52
2005,37.2972,-0.0622,380.81
2005,39.575,-69.0,378.57
2005,51.8478,-46.4337,378.57
2005,55.5325,-4.6824,385.99
2005,76.8712,44.0839,397.21
2005,77.86,43.25,390.22
2005,100.31,-0.2,385.52
2005,100.9,36.28,414.48
2005,111.0956,44.4516,388.99
2005,126.1,36.7,363.18
2005,126.11,36.71,405.78
2005,144.656,13.386,404.26
2005,144.66,-40.66,378.07
2005,174.08,52.71,390.65
2005,174.871,-41.4083,386.89
2006,-177.36,28.2,386.9
2006,-170.56,-14.23,382.08
2006,-162.71,55.2,404.28
2006,-157.1518,1.7,406.5
2006,-156.58,71.31,408.99
2006,-155.56,19.53,386.04
2006,-154.81,19.51,407.52
2006,-124.15,41.03,421.51
2006,-123.71,38.95,406.38
2006,-113.7181,39.9018,401.24
2006,-109.45,-27.13,398.3
2006,-105.56,40.03,390.87
2006,-97.5,36.78,396.27
2006,-90.26,45.91,402.4
2006,-80.2,25.66,412.71
2006,-68.3106,-54.8484,382.66
2006,-65.0,-55.0,379.36
2006,-64.95,-55.0,377.61
2006,-64.91,-55.0,379.09
2006,-64.8788,32.2647,388.49
2006,-64.71,-57.0,378.36
2006,-64.6476,32.368,386.53
2006,-64.6,-56.06,377.67
2006,-64.53,-57.21,378.02
2006,-64.25,-57.11,378.16
2006,-64.1,-59.0,379.87
2006,-64.0527,-64.7742,427.82
2006,-64.01,-59.13,378.0
2006,-64.01,-57.83,378.05
2006,-63.88,-58.2,378.03
2006,-63.7,-59.0,379.5
2006,-63.68,-59.1,378.45
2006,-63.68,-59.0,379.91
2006,-63.66,-59.08,379.6
2006,-63.66,-59.06,379.71
2006,-63.66,-59.03,379.94
2006,-63.53,-59.26,378.06
2006,-63.46,-61.06,377.99
2006,-63.26,-60.23,377.88
2006,-63.18,-62.06,377.88
2006,-63.16,-60.31,378.17
2006,-62.85,-59.0,379.9
2006,-62.85,-58.08,380.17
2006,-62.81,-61.38,377.86
2006,-62.6,-62.16,378.47
2006,-62.5072,82.4508,389.48
2006,-62.45,-62.45,378.1
2006,-62.0,-59.01,379.83
2006,-62.0,-59.0,380.13
2006,-60.82,-59.0,379.92
2006,-60.81,-59.0,379.88
2006,-60.73,-59.0,379.93
2006,-60.71,-59.0,379.93
2006,-60.6,-59.06,379.45
2006,-59.432,13.165,388.07
2006,-38.422,72.5962,388.66
2006,-38.16,-12.76,382.36
2006,-27.36,38.76,388.22
2006,-26.21,-75.605,393.33
2006,-24.8,-89.96,380.0
2006,-20.2884,63.3998,391.67
2006,-16.46,28.3,385.12
2006,-14.4,-7.9667,384.01
2006,-9.9,53.31,405.0
2006,2.0,66.0,412.58
2006,5.6322,23.2625,385.91
2006,11.0245,47.8011,395.1
2006,11.8084,50.0301,398.29
2006,11.8883,78.9067,392.84
2006,12.61,35.51,386.82
2006,15.01,-23.56,392.88
2006,16.6521,46.9559,407.41
2006,17.21,55.35,405.54
2006,24.11,67.96,395.67
2006,28.6647,44.1776,1029.07
2006,34.7809,30.8595,393.45
2006,37.2972,-0.0622,386.1
2006,39.575,-69.0,379.92
2006,51.8478,-46.4337,575.83
2006,55.5325,-4.6824,385.13
2006,76.8712,44.0839,398.23
2006,77.86,43.25,552.75
2006,100.31,-0.2,384.35
2006,100.9,36.28,394.61
2006,111.0956,44.4516,391.15
2006,120.86,23.46,388.2
2006,126.11,36.71,410.42
2006,144.656,13.386,443.21
2006,144.66,-40.66,380.2
2006,174.08,52.71,407.31
2006,174.871,-41.4083,380.21
2007,-177.37,28.2,386.93
2007,-177.36,28.2,388.35
2007,-170.57,-14.23,384.81
2007,-170.56,-14.23,436.16
2007,-162.72,55.21,389.73
2007,-162.71,55.2,424.14
2007,-157.1518,1.7,388.25
2007,-156.58,71.31,416.5
2007,-156.58,71.32,391.55
2007,-155.57,19.53,384.45
2007,-155.56,19.53,390.4
2007,-154.82,19.52,386.0
2007,-154.81,19.51,388.69
2007,-124.15,41.03,408.7
2007,-123.71,38.95,429.4
2007,-113.7181,39.9018,410.49
2007,-109.45,-27.13,384.97
2007,-105.57,40.03,386.91
2007,-105.56,40.03,393.19
2007,-97.5,36.78,402.59
2007,-90.26,45.91,400.59
2007,-80.2,25.66,412.69
2007,-80.2,25.67,386.33
2007,-68.3106,-54.8484,423.01
2007,-64.98,-58.96,380.2
2007,-64.8788,32.2647,392.18
2007,-64.6476,32.368,391.63
2007,-64.0527,-64.7742,382.58
2007,-63.83,-59.0,380.71
2007,-63.7,-59.0,378.8
2007,-63.68,-59.03,382.18
2007,-63.68,-59.0,384.37
2007,-63.66,-59.0,382.79
2007,-63.65,-59.1,382.09
2007,-63.65,-59.0,379.65
2007,-62.85,-59.0,382.35
2007,-62.5072,82.4508,501.9
2007,-62.01,-59.0,381.85
2007,-62.0,-59.0,379.91
2007,-60.75,-59.0,382.07
2007,-60.72,-59.0,381.47
2007,-60.71,-59.03,379.21
2007,-60.18,-59.02,382.02
2007,-59.432,13.165,388.18
2007,-58.98,-63.71,380.47
2007,-38.422,72.5962,389.7
2007,-38.16,-12.76,383.37
2007,-27.38,38.77,386.99
2007,-27.37,38.77,386.08
2007,-27.36,38.76,388.69
2007,-26.21,-75.605,396.23
2007,-24.8,-89.97,382.3
2007,-24.8,-89.96,382.37
2007,-20.2884,63.3998,391.06
2007,-16.47,28.3,385.69
2007,-16.46,28.3,387.38
2007,-14.4,-7.9667,387.82
2007,-9.9,53.31,398.03
2007,-9.9,53.32,392.91
2007,2.0,66.0,515.47
2007,5.6322,23.2625,797.99
2007,11.0245,47.8011,398.98
2007,11.8084,50.0301,417.79
2007,11.8883,78.9067,392.15
2007,12.61,35.51,389.42
2007,12.62,35.52,399.24
2007,15.01,-23.56,490.01
2007,15.02,-23.57,382.65
2007,16.6521,46.9559,425.69
2007,17.21,55.35,412.43
2007,17.22,55.35,415.75
2007,24.11,67.96,397.21
2007,24.12,67.97,397.13
2007,28.6647,44.1776,461.2
2007,34.7809,30.8595,391.42
2007,39.575,-69.0,434.32
2007,51.8478,-46.4337,382.18
2007,55.5325,-4.6824,386.15
2007,76.8712,44.0839,404.1
2007,77.86,43.25,389.23
2007,77.87,43.25,388.45
2007,100.31,-0.2,385.9
2007,100.32,-0.2,382.14
2007,100.9,36.28,391.59
2007,111.0956,44.4516,401.15
2007,120.86,23.46,393.13
2007,120.87,23.47,383.02
2007,126.11,36.71,411.9
2007,126.12,36.72,394.63
2007,144.656,13.386,387.62
2007,144.66,-40.66,386.11
2007,144.67,-40.67,382.23
2007,174.08,52.71,393.0
2007,174.08,52.72,391.62
2007,174.871,-41.4083,392.37
2008,-177.38,28.21,392.04
2008,-177.37,28.2,391.58
2008,-170.57,-14.24,386.48
2008,-170.57,-14.23,398.32
2008,-162.72,55.2,388.66
2008,-162.72,55.21,398.81
2008,-157.1518,1.7,387.57
2008,-156.6,71.32,398.32
2008,-156.58,71.32,422.48
2008,-155.58,19.54,389.87
2008,-155.57,19.53,389.17
2008,-154.82,19.52,439.94
2008,-124.75,41.05,389.94
2008,-124.7366,41.0588,383.05
2008,-124.7333,41.05,402.52
2008,-124.15,41.03,399.36
2008,-124.15,41.05,411.19
2008,-123.73,38.95,418.48
2008,-123.72,38.95,401.28
2008,-113.7181,39.9018,395.72
2008,-112.45,54.95,432.31
2008,-109.45,-27.15,385.28
2008,-109.45,-27.13,391.17
2008,-105.58,40.05,424.53
2008,-105.57,40.03,391.64
2008,-105.5667,40.0333,391.26
2008,-97.5,36.78,398.41
2008,-97.5,36.8,406.93
2008,-90.27,45.92,400.61
2008,-90.27,45.93,400.68
2008,-80.2,25.67,403.82
2008,-68.3106,-54.8484,385.27
2008,-64.9667,-59.0,382.45
2008,-64.8788,32.2647,392.42
2008,-64.69,-59.0,384.49
2008,-64.6476,32.368,390.69
2008,-64.0527,-64.7742,461.65
2008,-63.7333,-59.0167,382.31
2008,-63.7333,-58.9833,382.34
2008,-63.7333,-58.9667,382.21
2008,-63.7,-59.05,382.07
2008,-63.7,-58.9833,383.96
2008,-63.6833,-59.0167,382.93
2008,-63.6833,-59.0,383.98
2008,-63.6667,-59.0667,382.18
2008,-63.6667,-59.0,384.26
2008,-63.65,-59.02,381.64
2008,-63.53,-59.0,381.82
2008,-63.3667,-59.9333,383.09
2008,-63.0667,-58.9833,383.23
2008,-62.5072,82.4508,395.07
2008,-62.0,-59.0,381.91
2008,-61.4,-59.05,382.35
2008,-59.432,13.165,389.6
2008,-38.422,72.5962,392.2
2008,-38.17,-12.77,388.5
2008,-27.38,38.77,390.87
2008,-26.21,-75.605,384.23
2008,-24.8,-89.98,384.26
2008,-24.8,-89.97,382.3
2008,-20.2884,63.3998,393.52
2008,-16.48,28.3,391.46
2008,-16.47,28.3,388.53
2008,-14.4,-7.9667,478.5
2008,-9.9,53.32,405.94
2008,-9.9,53.33,467.62
2008,2.0,66.0,399.19
2008,5.6322,23.2625,388.97
2008,11.0245,47.8011,418.74
2008,11.8084,50.0301,517.33
2008,11.8883,78.9067,397.22
2008,12.62,35.52,392.86
2008,15.02,-23.57,383.73
2008,15.03,-23.58,389.49
2008,16.6521,46.9559,413.71
2008,17.22,55.35,455.56
2008,24.12,67.97,399.85
2008,28.6647,44.1776,438.66
2008,34.7809,30.8595,396.87
2008,37.2972,-0.0622,384.79
2008,39.575,-69.0,384.11
2008,51.8478,-46.4337,384.44
2008,55.5325,-4.6824,387.79
2008,76.8712,44.0839,429.01
2008,77.87,43.25,392.98
2008,77.88,43.25,394.88
2008,100.32,-0.2,462.87
2008,100.8964,36.2879,383.2
2008,100.9,36.28,402.23
2008,100.9,36.29,393.38
2008,111.0956,44.4516,395.69
2008,120.8667,23.4667,385.93
2008,120.87,23.47,391.54
2008,126.12,36.72,399.37
2008,126.13,36.73,433.02
2008,144.656,13.386,413.87
2008,144.67,-40.67,382.37
2008,144.68,-40.68,383.91
2008,144.69,-40.683,384.08
2008,174.08,52.72,406.53
2008,174.1,52.72,402.53
2008,174.871,-41.4083,386.56
2009,-177.38,28.21,393.78
2009,-170.57,-14.24,386.72
2009,-170.5644,-14.2474,387.8
2009,-162.72,55.21,446.38
2009,-157.1518,1.7,389.09
2009,-156.6114,71.323,417.43
2009,-156.6,71.32,394.1
2009,-155.58,19.54,387.74
2009,-155.5763,19.5362,391.06
2009,-154.82,19.52,411.99
2009,-124.75,41.05,392.77
2009,-124.75,41.0588,393.28
2009,-124.7333,41.05,410.74
2009,-124.4458,41.0303,380.94
2009,-124.4396,41.0264,390.38
2009,-124.151,41.0541,408.16
2009,-124.15,41.05,408.47
2009,-124.15,41.054,410.5
2009,-123.7408,38.9546,411.38
2009,-123.73,38.95,408.77
2009,-113.7181,39.9018,396.01
2009,-112.45,54.95,429.21
2009,-109.45,-27.15,417.7
2009,-105.58,40.05,393.49
2009,-97.5,36.8,408.95
2009,-97.311,18.9841,400.53
2009,-90.2732,45.9451,417.38
2009,-90.27,45.93,551.65
2009,-80.2,25.67,396.48
2009,-80.158,25.6654,405.91
2009,-68.3106,-54.8484,388.54
2009,-66.9833,-59.0,383.39
2009,-64.8788,32.2647,394.22
2009,-64.6476,32.368,392.95
2009,-64.0527,-64.7742,386.68
2009,-63.7667,-58.9833,385.62
2009,-63.7167,-58.85,383.56
2009,-63.6833,-59.0,385.17
2009,-63.6667,-59.0,383.68
2009,-63.65,-58.95,384.21
2009,-63.6167,-59.1667,384.35
2009,-63.6,-59.0,390.02
2009,-63.43,-58.9833,385.48
2009,-63.35,-60.0,384.05
2009,-62.8,-60.6833,383.62
2009,-62.5072,82.4508,395.83
2009,-62.05,-58.95,383.63
2009,-61.2833,-59.9833,383.58
2009,-60.0333,-58.98,385.6
2009,-59.432,13.165,391.27
2009,-38.422,72.5962,394.57
2009,-38.17,-12.77,393.86
2009,-27.38,38.77,402.08
2009,-26.21,-75.605,431.73
2009,-24.8,-89.98,385.79
2009,-20.2884,63.3998,449.35
2009,-16.499,28.309,390.03
2009,-16.48,28.3,391.4
2009,-14.4,-7.9667,406.95
2009,-9.9,53.33,393.82
2009,-9.899,53.326,446.34
2009,-4.93,41.81,400.76
2009,2.0,66.0,398.27
2009,5.6322,23.2625,392.81
2009,11.0245,47.8011,409.47
2009,11.8084,50.0301,403.22
2009,11.8883,78.9067,508.44
2009,12.62,35.52,396.03
2009,15.03,-23.58,392.88
2009,16.6521,46.9559,415.78
2009,17.22,55.35,421.13
2009,24.12,67.97,405.44
2009,28.6647,44.1776,451.45
2009,34.7809,30.8595,396.77
2009,37.2972,-0.0622,389.23
2009,39.575,-69.0,385.66
2009,51.8478,-46.4337,387.81
2009,55.5325,-4.6824,494.27
2009,76.8712,44.0839,398.89
2009,77.88,43.25,394.59
2009,100.318,-0.202,388.28
2009,100.32,-0.2,388.01
2009,100.8964,36.2879,456.98
2009,100.9,36.29,390.98
2009,111.0956,44.4516,399.54
2009,117.117,40.65,429.05
2009,120.87,23.47,505.35
2009,126.13,36.73,436.45
2009,144.656,13.386,1268.46
2009,144.69,-40.683,471.1
2009,174.1,52.72,401.07
2009,174.871,-41.4083,454.48
2010,-177.38,28.21,403.91
2010,-170.5644,-14.2474,389.72
2010,-162.72,55.21,416.08
2010,-157.1518,1.7,391.44
2010,-156.6114,71.323,398.73
2010,-155.5763,19.5362,403.33
2010,-154.82,19.52,396.16
2010,-124.7333,41.05,396.16
2010,-124.7,41.0333,391.65
2010,-124.6333,41.0,387.88
2010,-124.6,40.9833,388.35
2010,-124.5833,41.0333,389.76
2010,-124.55,41.0333,385.32
2010,-124.151,41.0541,410.19
2010,-123.7408,38.9546,435.51
2010,-113.7181,39.9018,409.36
2010,-112.45,54.95,446.23
2010,-109.45,-27.15,396.63
2010,-105.58,40.05,413.74
2010,-97.5,36.8,520.55
2010,-97.311,18.9841,393.81
2010,-90.2732,45.9451,405.17
2010,-80.158,25.6654,413.6
2010,-68.3106,-54.8484,389.07
2010,-65.7333,-58.9833,387.95
2010,-65.0,-59.0167,387.54
2010,-64.8788,32.2647,397.79
2010,-64.6476,32.368,391.29
2010,-64.0527,-64.7742,388.06
2010,-63.8,-59.0167,387.83
2010,-63.7167,-59.0,385.44
2010,-63.7005,-59.0333,385.66
2010,-63.6917,-59.0217,385.34
2010,-63.6833,-59.0,384.39
2010,-63.6833,-58.9833,387.98
2010,-63.6667,-59.05,384.82
2010,-63.6333,-59.1167,384.11
2010,-63.0,-59.0,385.0
2010,-62.7833,-59.0333,387.52
2010,-62.5072,82.4508,415.65
2010,-61.9833,-59.0,385.91
2010,-61.9667,-59.0167,387.48
2010,-59.432,13.165,504.97
2010,-38.422,72.5962,395.79
2010,-38.17,-12.77,387.18
2010,-35.2603,-5.5147,391.32
2010,-27.38,38.77,393.05
2010,-26.21,-75.605,387.85
2010,-24.8,-89.98,419.46
2010,-20.2884,63.3998,398.99
2010,-16.499,28.309,393.61
2010,-14.4,-7.9667,399.95
2010,-9.899,53.326,404.0
2010,-4.93,41.81,407.93
2010,5.6322,23.2625,393.88
2010,11.0245,47.8011,422.68
2010,11.8084,50.0301,408.72
2010,11.8883,78.9067,496.9
2010,12.62,35.52,434.59
2010,15.03,-23.58,392.36
2010,16.6521,46.9559,433.83
2010,17.22,55.35,413.79
2010,18.4891,-34.3523,390.35
2010,24.12,67.97,403.75
2010,28.6647,44.1776,514.5
2010,34.7809,30.8595,400.94
2010,37.2972,-0.0622,404.49
2010,39.575,-69.0,388.74
2010,51.8478,-46.4337,388.47
2010,55.5325,-4.6824,391.29
2010,100.318,-0.202,391.27
2010,100.8964,36.2879,500.18
2010,111.0956,44.4516,407.07
2010,116.7297,20.6992,404.79
2010,117.117,40.65,430.86
2010,120.87,23.47,453.96
2010,126.13,36.73,435.0
2010,144.656,13.386,433.59
2010,144.69,-40.683,397.42
2010,174.1,52.72,481.33
2010,174.871,-41.4083,388.28
2011,-177.38,28.21,398.6
2011,-170.5644,-14.2474,426.56
2011,-162.72,55.21,463.65
2011,-157.1518,1.7,395.19
2011,-156.6114,71.323,404.16
2011,-155.5763,19.5362,395.87
2011,-154.82,19.52,404.22
2011,-124.75,41.0588,392.42
2011,-124.7333,41.05,403.64
2011,-124.5667,41.05,433.7
2011,-124.5667,41.0667,390.67
2011,-124.55,41.05,392.99
2011,-124.4508,41.03,397.81
2011,-124.3476,41.027,398.8
2011,-124.333,41.0211,394.91
2011,-124.2498,41.0351,396.16
2011,-124.151,41.0541,412.21
2011,-123.7408,38.9546,412.15
2011,-113.7181,39.9018,403.56
2011,-112.45,54.95,415.58
2011,-109.45,-27.15,414.48
2011,-105.58,40.05,404.8
2011,-97.5,36.8,489.95
2011,-97.311,18.9841,398.33
2011,-90.2732,45.9451,411.88
2011,-80.158,25.6654,476.35
2011,-68.3106,-54.8484,392.84
2011,-65.0167,-59.0167,387.55
2011,-64.8788,32.2647,399.39
2011,-64.69,-59.0,388.56
2011,-64.0667,-65.0167,386.6
2011,-64.0527,-64.7742,389.8
2011,-64.05,-59.0,387.53
2011,-64.05,-58.9833,387.17
2011,-64.05,-58.9167,387.74
2011,-64.0,-59.0,387.07
2011,-63.7167,-58.9667,387.03
2011,-63.7,-59.0,387.34
2011,-63.7,-58.9667,386.98
2011,-63.6833,-59.1167,388.89
2011,-63.6833,-59.0167,388.77
2011,-63.6833,-58.9833,389.39
2011,-63.6667,-59.0167,389.23
2011,-63.6667,-59.0,389.23
2011,-62.8333,-58.9833,389.09
2011,-62.6333,-59.1,388.93
2011,-62.5072,82.4508,403.16
2011,-62.0,-59.0,389.03
2011,-60.7167,-59.0,387.03
2011,-60.6667,-59.0333,388.26
2011,-59.432,13.165,398.43
2011,-38.422,72.5962,401.64
2011,-35.2603,-5.5147,395.48
2011,-27.38,38.77,399.19
2011,-26.21,-75.605,389.48
2011,-24.8,-89.98,389.57
2011,-20.2884,63.3998,402.63
2011,-16.499,28.309,396.54
2011,-14.4,-7.9667,393.46
2011,-9.899,53.326,409.7
2011,-4.93,41.81,414.31
2011,5.6322,23.2625,395.81
2011,11.0245,47.8011,452.2
2011,11.8084,50.0301,406.32
2011,11.8883,78.9067,400.8
2011,12.62,35.52,401.98
2011,15.03,-23.58,393.03
2011,16.6521,46.9559,434.42
2011,17.22,55.35,414.11
2011,18.4891,-34.3523,450.74
2011,24.12,67.97,406.73
2011,28.6647,44.1776,462.36
2011,34.7809,30.8595,405.44
2011,37.2972,-0.0622,392.28
2011,39.575,-69.0,389.36
2011,51.8478,-46.4337,400.54
2011,55.5325,-4.6824,401.62
2011,100.318,-0.202,391.09
2011,100.8964,36.2879,418.98
2011,111.0956,44.4516,407.82
2011,116.7297,20.6992,407.02
2011,117.117,40.65,429.74
2011,120.87,23.47,398.75
2011,126.13,36.73,481.81
2011,128.8887,71.5965,403.19
2011,144.656,13.386,395.77
2011,144.69,-40.683,389.46
2011,174.1,52.72,418.39
2011,174.871,-41.4083,392.96
2012,-177.38,28.21,400.13
2012,-170.5644,-14.2474,395.18
2012,-162.72,55.21,433.87
2012,-157.1518,1.7,395.38
2012,-156.6114,71.323,455.38
2012,-155.5763,19.5362,515.62
2012,-154.82,19.52,407.61
2012,-124.75,41.0588,397.45
2012,-124.75,41.0667,396.9
2012,-124.7333,41.0333,391.54
2012,-124.7333,41.05,398.36
2012,-124.5833,41.0667,389.0
2012,-124.5667,41.0333,399.11
2012,-124.151,41.0541,415.1
2012,-113.7181,39.9018,403.94
2012,-112.45,54.95,485.94
2012,-109.45,-27.15,392.67
2012,-109.4284,-27.1597,395.06
2012,-105.5864,40.0531,399.4
2012,-105.58,40.05,400.42
2012,-97.5,36.8,404.53
2012,-97.489,36.607,479.64
2012,-97.311,18.9841,467.04
2012,-90.2732,45.9451,424.2
2012,-80.158,25.6654,411.76
2012,-68.3106,-54.8484,396.4
2012,-64.9833,-59.0,391.45
2012,-64.9833,-58.85,388.87
2012,-64.9667,-59.0,389.6
2012,-64.9667,-58.9833,391.86
2012,-64.8788,32.2647,399.37
2012,-64.0833,-59.0,389.06
2012,-64.0527,-64.7742,392.14
2012,-64.05,-59.0,389.4
2012,-64.0333,-59.0333,390.06
2012,-63.7167,-59.0,391.59
2012,-63.715,-59.0,391.99
2012,-63.7,-58.9833,391.45
2012,-63.7,-58.9667,390.23
2012,-63.6833,-59.0,388.75
2012,-63.65,-59.1,389.91
2012,-62.8667,-58.9667,391.02
2012,-62.8333,-58.9833,391.55
2012,-62.7833,-59.0167,390.39
2012,-62.5072,82.4508,460.5
2012,-62.0333,-58.9833,391.37
2012,-62.0,-59.005,391.34
2012,-61.9833,-59.0,389.14
2012,-59.432,13.165,397.97
